# MANUALLY MANAGED - admitted WIP retail data census, including unclassified gaps.
# Seed/audit tooling writes build/retail-seed only; review and edit this file by hand.
# Each address is qualified by image because GAME.EXE and OPEN.EXE are separate overlays.
# Defined rows plus unclassified gaps account for every byte of every loaded payload.
image	va	file_offset	size	kind	confidence	name	datatype	provenance	note
GAME.EXE	0x80014264	0x2a64	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014613	0x2e13	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: '!0@
GAME.EXE	0x80014aaa	0x32aa	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: B0! @
GAME.EXE	0x80014afe	0x32fe	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: B0! @
GAME.EXE	0x80014d7f	0x357f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: '!(`
GAME.EXE	0x800151ab	0x39ab	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <@WB
GAME.EXE	0x800151b7	0x39b7	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <x~"""
GAME.EXE	0x8001535a	0x3b5a	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: c$3!
GAME.EXE	0x800153fb	0x3bfb	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <#S"""
GAME.EXE	0x80015403	0x3c03	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <$S"""
GAME.EXE	0x8001540b	0x3c0b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <%S"""
GAME.EXE	0x80015413	0x3c13	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <'S"""
GAME.EXE	0x8001541b	0x3c1b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <JS"""
GAME.EXE	0x80015423	0x3c23	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <KS"""
GAME.EXE	0x8001542b	0x3c2b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <NS"""
GAME.EXE	0x80015433	0x3c33	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <VS"""
GAME.EXE	0x8001543b	0x3c3b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <WS"""
GAME.EXE	0x80015443	0x3c43	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <[S"""
GAME.EXE	0x8001544b	0x3c4b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <]S"""
GAME.EXE	0x80015453	0x3c53	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <^S"""
GAME.EXE	0x8001545b	0x3c5b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <dS"""
GAME.EXE	0x80015463	0x3c63	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <mS"""
GAME.EXE	0x8001546b	0x3c6b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <sS"""
GAME.EXE	0x80015473	0x3c73	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <tS"""
GAME.EXE	0x8001547b	0x3c7b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <uS"""
GAME.EXE	0x80015483	0x3c83	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <vS"""
GAME.EXE	0x8001548b	0x3c8b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <wS"""
GAME.EXE	0x80015493	0x3c93	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <xS"""
GAME.EXE	0x8001549b	0x3c9b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <|S"""
GAME.EXE	0x80015603	0x3e03	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <dP\x20
GAME.EXE	0x800158aa	0x40aa	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: c$! C
GAME.EXE	0x8001598e	0x418e	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: c$! C
GAME.EXE	0x80015a72	0x4272	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: c$! C
GAME.EXE	0x80015b56	0x4356	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: c$! C
GAME.EXE	0x80015c3a	0x443a	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: c$! C
GAME.EXE	0x80015d21	0x4521	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text:  !$!
GAME.EXE	0x8001606b	0x486b	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <氣c4\n
GAME.EXE	0x8001617d	0x497d	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: Pc$! C
GAME.EXE	0x80016867	0x5067	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: <0 !$!
GAME.EXE	0x80016aaf	0x52af	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <%XB$
GAME.EXE	0x80016acb	0x52cb	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <&X'
GAME.EXE	0x80016ceb	0x54eb	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 4! @
GAME.EXE	0x8001701b	0x581b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <dP"""
GAME.EXE	0x800170cb	0x58cb	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 4# C
GAME.EXE	0x80017441	0x5c41	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: YB$!
GAME.EXE	0x8001750d	0x5d0d	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: YB$!
GAME.EXE	0x80017d43	0x6543	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: <*Xc$@
GAME.EXE	0x80017f5b	0x675b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <?X"""
GAME.EXE	0x80017f87	0x6787	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <@X#
GAME.EXE	0x80018037	0x6837	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <QX#
GAME.EXE	0x8001852b	0x6d2b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <dP"""
GAME.EXE	0x80018743	0x6f43	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <dP"""
GAME.EXE	0x800187cb	0x6fcb	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <@WB己
GAME.EXE	0x80018937	0x7137	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <0{B
GAME.EXE	0x80018a07	0x7207	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <0{5
GAME.EXE	0x80018a1f	0x721f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <0{B
GAME.EXE	0x80018a5f	0x725f	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <h~"""
GAME.EXE	0x80018a73	0x7273	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <h~"""
GAME.EXE	0x80018a7f	0x727f	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <p~"""
GAME.EXE	0x80018a9b	0x729b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018ac7	0x72c7	0x7	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <h~B緋b
GAME.EXE	0x80018ae7	0x72e7	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018b1f	0x731f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018b4f	0x734f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018b83	0x7383	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018bbf	0x73bf	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018beb	0x73eb	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018c0b	0x740b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018c43	0x7443	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018c73	0x7473	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018ca7	0x74a7	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <h~B
GAME.EXE	0x80018e73	0x7673	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <p~B
GAME.EXE	0x80018e9f	0x769f	0x7	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <p~B彼c
GAME.EXE	0x80018ebf	0x76bf	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <p~B
GAME.EXE	0x80018eef	0x76ef	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <p~B
GAME.EXE	0x80018f1f	0x771f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <p~B
GAME.EXE	0x80018f53	0x7753	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <p~B
GAME.EXE	0x8001911f	0x791f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <0{B
GAME.EXE	0x8001915b	0x795b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <0{B
GAME.EXE	0x800194ff	0x7cff	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 4! `
GAME.EXE	0x80019752	0x7f52	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: D$ N
GAME.EXE	0x800197fb	0x7ffb	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 4!0`
GAME.EXE	0x800198b6	0x80b6	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B$6f
GAME.EXE	0x800198db	0x80db	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <0{5
GAME.EXE	0x80019aa3	0x82a3	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: <{X!$!
GAME.EXE	0x80019ab3	0x82b3	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: <xX!$!
GAME.EXE	0x80019ac5	0x82c5	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: X!$!
GAME.EXE	0x80019ad3	0x82d3	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: <|X!$!
GAME.EXE	0x8001a0de	0x88de	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B0Ph
GAME.EXE	0x8001a192	0x8992	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B0ih
GAME.EXE	0x8001a2a5	0x8aa5	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: Y!$!
GAME.EXE	0x8001a523	0x8d23	0x7	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <鑄c$!\x20
GAME.EXE	0x8001a533	0x8d33	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 4!\x20\x20
GAME.EXE	0x8001a547	0x8d47	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $!(`
GAME.EXE	0x8001a57f	0x8d7f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $!8@
GAME.EXE	0x8001a593	0x8d93	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: %!@@
GAME.EXE	0x8001a6b3	0x8eb3	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 2!\x20\x20
GAME.EXE	0x8001a709	0x8f09	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: X!$!
GAME.EXE	0x8001a73f	0x8f3f	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <鑄!$!
GAME.EXE	0x8001a752	0x8f52	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: B0$Hb
GAME.EXE	0x8001a8ff	0x90ff	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 2! @
GAME.EXE	0x8001a9cf	0x91cf	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $! @
GAME.EXE	0x8001aa07	0x9207	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <維c$!
GAME.EXE	0x8001aacb	0x92cb	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <! D
GAME.EXE	0x8001ac4b	0x944b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $$0C
GAME.EXE	0x8001b5ce	0x9dce	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: B$!殖
GAME.EXE	0x8001b5e6	0x9de6	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B$'m
GAME.EXE	0x8001b60b	0x9e0b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $!(@
GAME.EXE	0x8001b61d	0x9e1d	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: 推$!(@
GAME.EXE	0x8001b633	0x9e33	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $!(@
GAME.EXE	0x8001b647	0x9e47	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $!(@
GAME.EXE	0x8001b65e	0x9e5e	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: B$!殖
GAME.EXE	0x8001b676	0x9e76	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: B$!殖
GAME.EXE	0x8001b68e	0x9e8e	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: B$!殖
GAME.EXE	0x8001b6a6	0x9ea6	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: B$!殖
GAME.EXE	0x8001b6be	0x9ebe	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: B$!殖
GAME.EXE	0x8001b6ca	0x9eca	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: D&#k
GAME.EXE	0x8001b706	0x9f06	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: B$!殖
GAME.EXE	0x8001b71e	0x9f1e	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: B$!殖
GAME.EXE	0x8001b736	0x9f36	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: B$!殖
GAME.EXE	0x8001b9ae	0xa1ae	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: R,@\x20
GAME.EXE	0x8001b9ea	0xa1ea	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B$RC
GAME.EXE	0x8001bb0b	0xa30b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <8P"""
GAME.EXE	0x8001bb27	0xa327	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <:P"""
GAME.EXE	0x8001bb43	0xa343	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <<P"""
GAME.EXE	0x8001bb57	0xa357	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <HP"""
GAME.EXE	0x8001bb6b	0xa36b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <JP"""
GAME.EXE	0x8001bb7f	0xa37f	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <LP"""
GAME.EXE	0x8001bd17	0xa517	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <@膨4!
GAME.EXE	0x8001befb	0xa6fb	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <bP"""
GAME.EXE	0x8001bf0b	0xa70b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <`P"""
GAME.EXE	0x8001bf37	0xa737	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <hP"""
GAME.EXE	0x8001bf47	0xa747	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <fP"""
GAME.EXE	0x8001bf4f	0xa74f	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <jP"""
GAME.EXE	0x8001bf5b	0xa75b	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <lP"""
GAME.EXE	0x8001c096	0xa896	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B$RC
GAME.EXE	0x8001c19b	0xa99b	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <DWB$
GAME.EXE	0x8001c1f7	0xa9f7	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <LWc
GAME.EXE	0x8001c22f	0xaa2f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <\\W$
GAME.EXE	0x8001c237	0xaa37	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <^W#
GAME.EXE	0x8001c2ea	0xaaea	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: B$!0C
GAME.EXE	0x8001c331	0xab31	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: !!$!
GAME.EXE	0x8001c63e	0xae3e	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: Q&! `
GAME.EXE	0x8001c6e2	0xaee2	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: Q&! `
GAME.EXE	0x8001c78e	0xaf8e	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: P&! `
GAME.EXE	0x8001c89f	0xb09f	0x6	string	byte-pattern		ascii	investigation:string-census	"escaped text: <,""!$!"
GAME.EXE	0x8001c997	0xb197	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <[{#
GAME.EXE	0x8001cb5e	0xb35e	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: ｎ!8\x20
GAME.EXE	0x8001cddb	0xb5db	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <[{#
GAME.EXE	0x8001cf63	0xb763	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <[{#
GAME.EXE	0x8001d06e	0xb86e	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: ｎ!8\x20
GAME.EXE	0x8001d1f3	0xb9f3	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <[{#
GAME.EXE	0x8001d3e6	0xbbe6	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: ｎ!(\x20
GAME.EXE	0x8001d64a	0xbe4a	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: ｎ!(\x20
GAME.EXE	0x8001e373	0xcb73	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <ZPc
GAME.EXE	0x8001e3fb	0xcbfb	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <_P#
GAME.EXE	0x8001e527	0xcd27	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <XPB
GAME.EXE	0x8001e537	0xcd37	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <ZPB
GAME.EXE	0x8001e597	0xcd97	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <\\PB
GAME.EXE	0x8001e5a7	0xcda7	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <]PB
GAME.EXE	0x8001e5b7	0xcdb7	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <^PB
GAME.EXE	0x8001e83f	0xd03f	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <TWB頒
GAME.EXE	0x8001e877	0xd077	0x7	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <弯B$-z
GAME.EXE	0x8001e887	0xd087	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <WWB
GAME.EXE	0x8001e8ab	0xd0ab	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <鐚c$!
GAME.EXE	0x8001e8b7	0xd0b7	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <`X"""
GAME.EXE	0x8001e8c3	0xd0c3	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <`XB
GAME.EXE	0x8001e8f3	0xd0f3	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <`XB
GAME.EXE	0x8001e90f	0xd10f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <`XB
GAME.EXE	0x8001e95b	0xd15b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <`XB
GAME.EXE	0x8001e9df	0xd1df	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <DWs&
GAME.EXE	0x8001e9ff	0xd1ff	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <HWc乃
GAME.EXE	0x8001ea17	0xd217	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <LWc楳
GAME.EXE	0x8001ea63	0xd263	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $!(\x20
GAME.EXE	0x8001ea76	0xd276	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: d&G4
GAME.EXE	0x8001eab7	0xd2b7	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <區!$!
GAME.EXE	0x8001eade	0xd2de	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: D&!蓮
GAME.EXE	0x8001eb42	0xd342	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: Q$!\x20
GAME.EXE	0x8001eb67	0xd367	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: <8P!$!
GAME.EXE	0x8001eb77	0xd377	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <ZPB$
GAME.EXE	0x8001eb8f	0xd38f	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <XP"""
GAME.EXE	0x8001ebf3	0xd3f3	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <DWs&
GAME.EXE	0x8001ec13	0xd413	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <HWc猫
GAME.EXE	0x8001ec2b	0xd42b	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <LWc肺
GAME.EXE	0x8001ec6e	0xd46e	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: d&!(
GAME.EXE	0x8001ec82	0xd482	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: d&G4
GAME.EXE	0x8001ecb3	0xd4b3	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <琲!$!
GAME.EXE	0x8001edc7	0xd5c7	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <DWR&
GAME.EXE	0x8001ede7	0xd5e7	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <HWc
GAME.EXE	0x8001edff	0xd5ff	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <LWc
GAME.EXE	0x8001ee3e	0xd63e	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: D&G4
GAME.EXE	0x8001ee91	0xd691	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: [B$警
GAME.EXE	0x8001ef2b	0xd72b	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <DWR&
GAME.EXE	0x8001ef4b	0xd74b	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <HWc妊
