# MANUALLY REVIEWED - project field declarations at dafd1048; AST extraction supplies coverage, not semantic verdicts.
declaration	record	field	datatype	verdict	finding	evidence	note
include/kf/game_graphics.h:24	KfGraphicsRuntimeGame	unknown_241a6	u8[10]	unresolved		include/kf/game_graphics.h:24	unresolved storage interval; no original array capacity or padding role claimed
include/kf/game_graphics.h:25	KfGraphicsRuntimeGame	effect5_texture_cluts	u16[3]	packed_gpu		include/kf/game_graphics.h:25;src/game/entity_model_render.c:66;src/game/render.c:145;src/game/render.c:146;src/game/render.c:147	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:26	KfGraphicsRuntimeGame	unknown_241b6	u8[10]	unresolved		include/kf/game_graphics.h:26	unresolved storage interval; no original array capacity or padding role claimed
include/kf/game_graphics.h:27	KfGraphicsRuntimeGame	active_render_clut	u16	packed_gpu		include/kf/game_graphics.h:27;src/game/entity_model_render.c:66;src/game/render_enqueuers.c:511;src/game/render_enqueuers.c:547;src/game/render_enqueuers.c:586;src/game/render_enqueuers.c:621;src/game/render_enqueuers.c:825;src/game/render_frame.c:111;src/game/render_frame.c:134;src/game/render_frame.c:144;src/game/render_scene.c:98;src/game/render_sprite.c:25	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:28	KfGraphicsRuntimeGame	active_render_tpage	u16	packed_gpu		include/kf/game_graphics.h:28;src/game/entity_model_render.c:65;src/game/render_enqueuers.c:512;src/game/render_enqueuers.c:548;src/game/render_enqueuers.c:587;src/game/render_enqueuers.c:622;src/game/render_enqueuers.c:826;src/game/render_frame.c:110;src/game/render_frame.c:133;src/game/render_frame.c:143;src/game/render_scene.c:92;src/game/render_sprite.c:26	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:29	KfGraphicsRuntimeGame	active_render_color	CVECTOR	aggregate		include/kf/game_graphics.h:29;src/game/render_enqueuers.c:836;src/game/render_enqueuers.c:840;src/game/render_frame.c:112;src/game/render_frame.c:113;src/game/render_frame.c:114;src/game/render_frame.c:120;src/game/render_frame.c:121;src/game/render_frame.c:122;src/game/render_scene.c:93;src/game/render_scene.c:94;src/game/render_scene.c:95;src/game/render_sprite.c:31;src/game/render_sprite.c:32;src/game/render_sprite.c:33	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_graphics.h:30	KfGraphicsRuntimeGame	hud_clut	u16	packed_gpu		include/kf/game_graphics.h:30;src/game/render.c:248;src/game/render_frame.c:111	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:31	KfGraphicsRuntimeGame	hud_tpage	u16	packed_gpu		include/kf/game_graphics.h:31;src/game/render.c:245;src/game/render_frame.c:110	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:32	KfGraphicsRuntimeGame	hud_brightness	u8	numeric		include/kf/game_graphics.h:32;src/game/player_core.c:262;src/game/player_death.c:191;src/game/player_death_fade.c:28;src/game/player_death_fade.c:83;src/game/render_frame.c:112;src/game/render_frame.c:113;src/game/render_frame.c:114	HUD RGB modulation intensity; initialized to 86 and scaled by death/revival fades; historical declaration remains WIP
include/kf/game_graphics.h:33	KfGraphicsRuntimeGame	unknown_241cd	u8	unresolved		include/kf/game_graphics.h:33	unresolved storage interval; no original array capacity or padding role claimed
include/kf/game_graphics.h:34	KfGraphicsRuntimeGame	notification_text_clut	u16	packed_gpu		include/kf/game_graphics.h:34;src/game/render.c:252;src/game/render_frame.c:134	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:35	KfGraphicsRuntimeGame	notification_text_tpage	u16	packed_gpu		include/kf/game_graphics.h:35;src/game/render.c:249;src/game/render_frame.c:133	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:36	KfGraphicsRuntimeGame	notification_digit_clut	u16	packed_gpu		include/kf/game_graphics.h:36;src/game/render.c:252;src/game/render_frame.c:144	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:37	KfGraphicsRuntimeGame	notification_digit_tpage	u16	packed_gpu		include/kf/game_graphics.h:37;src/game/render.c:254;src/game/render_frame.c:143	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:38	KfGraphicsRuntimeGame	notification_message_ids	KfNotificationId[8]	typed_enum		include/kf/game_graphics.h:38;src/game/notify_queue.c:65;src/game/notify_queue.c:66;src/game/notify_queue.c:95;src/game/notify_queue.c:97;src/game/notify_queue.c:99;src/game/notify_queue.c:131;src/game/render.c:258	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_graphics.h:39	KfGraphicsRuntimeGame	notification_state	KfNotificationState	aggregate		include/kf/game_graphics.h:39;src/game/map_scripts.c:516;src/game/map_scripts.c:770;src/game/notify_queue.c:64;src/game/notify_queue.c:68;src/game/notify_queue.c:94;src/game/notify_queue.c:95;src/game/notify_queue.c:126;src/game/notify_queue.c:130;src/game/notify_queue.c:136;src/game/notify_queue.c:137;src/game/notify_queue.c:148;src/game/notify_queue.c:177;src/game/notify_queue.c:178;src/game/notify_queue.c:185;src/game/notify_queue.c:186;src/game/notify_queue.c:188;src/game/render.c:255;src/game/render.c:256;src/game/render.c:257;src/game/render_frame.c:128	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_graphics.h:40	KfGraphicsRuntimeGame	floor_item_clut	u16	packed_gpu		include/kf/game_graphics.h:40;src/game/render.c:244;src/game/render_scene.c:98	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:41	KfGraphicsRuntimeGame	floor_item_tpage	u16	packed_gpu		include/kf/game_graphics.h:41;src/game/render.c:241;src/game/render_scene.c:97	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_graphics.h:42	KfGraphicsRuntimeGame	floor_item_count	u16	numeric		include/kf/game_graphics.h:42;src/game/item.c:52;src/game/item.c:55;src/game/render.c:204;src/game/render_scene.c:96	count of active floor-item placements expanded by the map item loader
include/kf/game_graphics.h:43	KfGraphicsRuntimeGame	unknown_241fa	u8[6]	unresolved		include/kf/game_graphics.h:43	unresolved storage interval; no original array capacity or padding role claimed
include/kf/game_graphics.h:44	KfGraphicsRuntimeGame	floor_items	KfFloorItem[64]	aggregate		include/kf/game_graphics.h:44;src/game/item.c:58;src/game/render_scene.c:100	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_graphics.h:45	KfGraphicsRuntimeGame	DAT_80095698	u32	unresolved		include/kf/game_graphics.h:45;src/game/render.c:277	Current reconstructed code only clears this field; a zero store does not prove a closed selector domain.
include/kf/game_graphics.h:46	KfGraphicsRuntimeGame	DAT_8009569c	u32	unresolved		include/kf/game_graphics.h:46;src/game/render.c:276	Current reconstructed code only clears this field; a zero store does not prove a closed selector domain.
include/kf/game_graphics.h:47	KfGraphicsRuntimeGame	render_state	KfRenderState	aggregate		include/kf/game_graphics.h:47;src/game/entity_model_render.c:33;src/game/entity_model_render.c:34;src/game/entity_model_render.c:35;src/game/entity_model_render.c:36;src/game/entity_model_render.c:37;src/game/entity_model_render.c:43;src/game/entity_model_render.c:82;src/game/entity_model_render.c:83;src/game/entity_model_render.c:84;src/game/entity_model_render.c:85;src/game/entity_model_render.c:86;src/game/entity_model_render.c:91;src/game/entity_model_render.c:92;src/game/entity_render.c:73;src/game/entity_render.c:74;src/game/entity_render.c:75;src/game/entity_render.c:76;src/game/entity_render.c:77;src/game/entity_render.c:84;src/game/entity_render.c:88;src/game/entity_render.c:123;src/game/entity_render.c:124;src/game/entity_render.c:125;src/game/entity_render.c:126;src/game/entity_render.c:127;src/game/entity_render.c:135;src/game/entity_render.c:140;src/game/geometry_render.c:100;src/game/lighting_presets.c:18;src/game/map_event_render.c:29;src/game/map_event_render.c:30;src/game/map_event_render.c:31;src/game/map_event_render.c:32;src/game/map_event_render.c:33;src/game/map_event_render.c:36;src/game/map_load.c:223;src/game/map_scripts.c:230;src/game/map_scripts.c:239;src/game/map_scripts.c:255;src/game/matrix.c:62;src/game/matrix.c:69;src/game/player_death.c:57;src/game/player_death_fade.c:26;src/game/player_death_fade.c:81;src/game/render.c:182;src/game/render.c:208;src/game/render.c:210;src/game/render.c:212;src/game/render.c:214;src/game/render.c:215;src/game/render.c:216;src/game/render.c:217;src/game/render.c:218;src/game/render.c:219;src/game/render.c:220;src/game/render.c:221;src/game/render.c:222;src/game/render.c:223;src/game/render.c:224;src/game/render.c:226;src/game/render.c:227;src/game/render.c:230;src/game/render.c:231;src/game/render.c:234;src/game/render.c:235;src/game/render.c:238;src/game/render.c:239;src/game/render.c:323;src/game/render.c:324;src/game/render.c:325;src/game/render.c:328;src/game/render.c:330;src/game/render.c:333;src/game/render.c:334;src/game/render_frame.c:107;src/game/render_map_cells.c:81;src/game/render_map_cells.c:95;src/game/render_map_cells.c:96;src/game/render_map_cells.c:98;src/game/render_map_cells.c:99;src/game/render_map_cells.c:127;src/game/render_map_cells.c:133;src/game/render_map_cells.c:136;src/game/render_map_cells.c:137;src/game/render_scene.c:19;src/game/render_scene.c:20;src/game/render_scene.c:75;src/game/render_scene.c:80;src/game/render_scene.c:140	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_graphics.h:48	KfGraphicsRuntimeGame	light_quadrant_matrices	MATRIX[4]	aggregate		include/kf/game_graphics.h:48;src/game/render.c:228;src/game/render.c:232;src/game/render.c:236;src/game/render.c:240;src/game/render_map_cells.c:102	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_graphics.h:49	KfGraphicsRuntimeGame	active_cell_window	const KfCellWindow *	pointer		include/kf/game_graphics.h:49;src/game/render_map_cells.c:129;src/game/render_map_cells.c:131;src/game/render_map_cells.c:136;src/game/render_map_cells.c:137;src/game/render_map_cells.c:138;src/game/render_map_cells.c:141;src/game/render_map_cells.c:145;src/game/render_map_cells.c:155;src/game/render_scene.c:18;src/game/render_scene.c:39;src/game/render_scene.c:61;src/game/render_scene.c:105;src/game/render_scene.c:127;src/game/render_scene.c:147	Address or pointer table; not a finite selector.
include/kf/game_map.h:59	KfMapFloor1Script	object_removal_stage	KfMapAreaTriggerStage	typed_enum		include/kf/game_map.h:59;src/game/map_scripts.c:133;src/game/map_scripts.c:137;src/game/map_scripts.c:145	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_map.h:60	KfMapFloor1Script	actor_activation_stage	KfMapAreaTriggerStage	typed_enum		include/kf/game_map.h:60;src/game/map_load.c:142;src/game/map_scripts.c:106;src/game/map_scripts.c:110;src/game/map_scripts.c:119	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_map.h:61	KfMapFloor1Script	passage_opened	KfMapScriptFlag	typed_enum		include/kf/game_map.h:61;src/game/map_load.c:139;src/game/map_scripts.c:216;src/game/map_scripts.c:217	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_map.h:62	KfMapFloor1Script	revival_enabled	KfMapScriptFlag	typed_enum		include/kf/game_map.h:62;src/game/map_object.c:584;src/game/map_object.c:587;src/game/map_scripts.c:101;src/game/player_death.c:161	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_map.h:66	KfMapFloor3Script	revealed_piece_count	u8	numeric		include/kf/game_map.h:66;src/game/map_load.c:164;src/game/map_object.c:573	saturates at four completed reveals, applying copy regions 2 and 3
include/kf/game_map.h:70	KfMapFloor5Script	character_arrived	KfMapScriptFlag	typed_enum		include/kf/game_map.h:70;src/game/map_load.c:172;src/game/map_scripts.c:246	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_map.h:71	KfMapFloor5Script	weapon_transformed	KfMapScriptFlag	typed_enum		include/kf/game_map.h:71;src/game/map_load.c:148;src/game/map_load.c:153;src/game/map_load.c:161;src/game/map_load.c:185;src/game/map_scripts.c:394	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_map.h:72	KfMapFloor5Script	boss_encounter_started	KfMapScriptFlag	typed_enum		include/kf/game_map.h:72;src/game/actor.c:332;src/game/map_load.c:175;src/game/map_object.c:475;src/game/map_scripts.c:191	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_map.h:73	KfMapFloor5Script	boss_defeat	KfMapScriptFlag	typed_enum		include/kf/game_map.h:73;src/game/actor_behavior.c:822;src/game/map_load.c:188;src/game/player_warp.c:193;src/game/player_warp.c:250	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_map.h:78	KfMapFloorScript	bytes	u8[10]	encoded_storage		include/kf/game_map.h:78	Serialized/word-copy alias of typed or partially recovered object state; do not replace the complete byte stream with one enum.
include/kf/game_map.h:79	KfMapFloorScript	floor1	KfMapFloor1Script	aggregate		include/kf/game_map.h:79;src/game/map_load.c:139;src/game/map_load.c:142;src/game/map_object.c:584;src/game/map_object.c:587;src/game/map_scripts.c:101;src/game/map_scripts.c:106;src/game/map_scripts.c:110;src/game/map_scripts.c:119;src/game/map_scripts.c:133;src/game/map_scripts.c:137;src/game/map_scripts.c:145;src/game/map_scripts.c:216;src/game/map_scripts.c:217;src/game/player_death.c:161	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_map.h:80	KfMapFloorScript	floor3	KfMapFloor3Script	aggregate		include/kf/game_map.h:80;src/game/map_load.c:164;src/game/map_object.c:573	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
